"Address","City","Bd1","Bth1","Sqft","LotSz1","LotUnit","Year","Date","Sqft.dollor","DOM.CDOM","OrgPrice","LstPrice","SalPrice","SP.LP","zip"
"172 Lost Creek Dr","Folsom","4","3 (2 1)",3024,0.3409,"ac","1989",2014-01-30,176.92,"60/60",569900,"545,000","535000",98.17,95630
"143 Biscayne Way","Folsom","5","3 (3 0)",3064,0.436,"ac","1990",2014-03-11,175.59,"6/6",530000,"530,000","538000",101.51,95630
"129 Oak Ravine Way","Folsom","4","3 (2 1)",2423,0.3444,"ac","1981",2014-01-10,225.96,"49/49",595000,"547,500","547500",100,95630
"208 Dulverton Cir","Folsom","4","4 (4 0)",3011,0.1673,"ac","1990",2014-03-20,182.66,"5/5",535000,"535,000","550000",102.8,95630
"114 Laurelwood Dr","Folsom","4-5","3 (3 0)",2704,0.3399,"ac","1983",2013-11-13,204.14,"82/82",624950,"565,900","552000",97.54,95630
"971 Patrick Cir","Folsom","5","4 (3 1)",3319,0.1736,"ac","1999",2013-12-02,168.57,"5/5",565000,"565,000","559500",99.03,95630
"916 Figueroa St","Folsom","4","2 (2 0)",1766,0.3214,"ac","1890",2014-02-21,317.1,"15/15",649000,"649,000","560000",86.29,95630
"1325 Muirkirk Ct","Folsom","5","3 (2 1)",3048,0.1548,"ac","2001",2014-02-05,184.38,"53/53",589000,"569,000","562000",98.77,95630
"121 Burrill Dr","Folsom","4","3 (3 0)",2835,0.21,"ac","1993",2014-03-05,199.29,"3/3",549900,"549,900","565000",102.75,95630
"140 Oak Rock Cir","Folsom","4","4 (3 1)",3634,0.277,"ac","1991",2014-01-30,155.48,"69/144",575000,"574,000","565000",98.43,95630
"768 Bluestone Cir","Folsom","5","3 (3 0)",3234,0.1755,"ac","2006",2014-01-22,177.8,"46/46",608900,"584,500","575000",98.37,95630
"150 Orange Blossom Cir","Folsom","6","4 (4 0)",3132,0.174,"ac","1991",2013-12-18,183.59,"7/7",570000,"570,000","575000",100.88,95630
"1080 Elsworth Way","Folsom","4","3 (3 0)",3098,0.1504,"ac","2003",2013-11-22,188.83,"22/22",595000,"595,000","585000",98.32,95630
"200 Gainsborough Circl","Folsom","3","4 (3 1)",3032,0.5739,"ac","1984",2013-11-05,194.26,"5/5",599900,"599,900","589000",98.18,95630
"1809 Coldstream Ct","Folsom","4","3 (3 0)",2956,0.259,"ac","2001",2013-12-03,200.61,"20/20",635000,"599,000","593000",99,95630
"626 Rogers Cir","Folsom","4-5","3 (2 1)",4090,0.209,"ac","2000",2013-12-19,146.7,"68/68",649000,"639,000","600000",93.9,95630
"1603 Manasco Cir","Folsom","5","4 (4 0)",3449,0.1647,"ac","2003",2013-11-15,175.41,"7/7",599900,"599,900","605000",100.85,95630
"1896 Swinton Dr","Folsom","4","3 (3 0)",2724,0.2139,"ac","2001",2014-02-11,222.1,"8/8",619000,"619,000","605000",97.74,95630
"170 Boulder Canyon Wa","Folsom","4","3 (3 0)",3051,0.36,"ac","1986",2013-12-06,199.93,"62/62",629900,"619,900","610000",98.4,95630
"2141 Fenceline","Folsom","3","3 (2 1)",2668,0.2169,"ac","2007",2013-11-18,229.39,"12/12",617000,"617,000","612000",99.19,95630
"248 Luna Cir","Folsom","6","4 (4 0)",3126,0.4187,"ac","1994",2014-03-31,196.74,"18/18",630000,"630,000","615000",97.62,95630
"1141 Boxelder Cir","Folsom","4-5","3 (3 0)",3264,0.2181,"ac","1998",2014-03-20,193.01,"130/130",670000,"655,000","630000",96.18,95630
"88 Twin Buttes Dr","Folsom","4","3 (3 0)",2997,0.2441,"ac","2001",2014-02-28,212.71,"29/29",649000,"649,000","637500",98.23,95630
"798 Fieldstone Ct","Folsom","5","3 (3 0)",3480,0.2566,"ac","2003",2013-11-18,183.91,"8/8",635000,"635,000","640000",100.79,95630
"1111 Bryan Ct","Folsom","4-5","4 (4 0)",3449,0.1794,"ac","2005",2013-12-10,188.46,"4/4",647000,"647,000","650000",100.46,95630
"503 Williams St","Folsom","5-6","3 (3 0)",4090,0.2734,"ac","1998",2013-12-02,161.37,"7/23",659000,"659,000","660000",100.15,95630
"116 Black Powder Cir","Folsom","4","4 (4 0)",4457,0.35,"ac","1992",2014-03-28,152.01,"72/72",899000,"669,000","677500",101.27,95630
"463 Rockport Cir","Folsom","4","4 (4 0)",3393,0.6619,"ac","1991",2014-01-16,204.83,"61/61",750000,"720,000","695000",96.53,95630
"112 Grey Canyon Dr","Folsom","4","3 (3 0)",3122,0.427,"ac","1980",2014-02-21,224.22,"47/47",705000,"705,000","700000",99.29,95630
"455 Benton Ct","Folsom","5-6","3 (3 0)",4090,10817,"sf","1998",2014-03-31,173.35,"9/9",709000,"709,000","709000",100,95630
"599 Broken Top Ct #25","Folsom","5","5 (4 1)",4002,8912,"sf","Under C",2014-03-21,177.41,"75/75",699990,"709,990","709990",100,95630
"129 Feather Falls Cir","Folsom","4","5 (4 1)",3612,0.26,"ac","1998",2014-03-17,196.57,"122/122",750000,"739,000","710000",96.08,95630
"220 RIVER RIDGE Way","Folsom","4-5","4 (4 0)",4595,0.2981,"ac","1990",2014-02-19,164.74,"36/36",799000,"799,000","757000",94.74,95630
"786 Heritage Pl","Folsom","4","4 (3 1)",3815,0.4132,"ac","2007",2013-11-22,222.8,"76/76",979000,"879,000","850000",96.7,95630
"1810 Esker Ct","Folsom","4","4 (3 1)",3903,0.4686,"ac","2010",2014-02-19,249.81,"12/12",999000,"999,000","975000",97.6,95630
"1748 Lake Vista Way","Folsom","5","6 (5 1)",5296,0.289,"ac","2005",2013-11-21,202.98,"151/151",1497500,"1,075,000","1075000",100,95630
"203 Montrose","Folsom","3","2 (2 0)",1058,0.1768,"ac","1960",2014-04-29,197.54,"56/56",235000,"235,000","209000",88.94,95630
"705 Coloma St","Folsom","3","2 (2 0)",1208,0.1607,"ac","1952",2014-04-18,180.46,"4/4",218000,"218,000","218000",100,95630
"136 Sierra Woods Cir","Folsom","2","1 (1 0)",1406,0.025,"ac","1979",2014-04-24,163.58,"3/3",236000,"236,000","230000",97.46,95630
"931 Duchow Way","Folsom","3","2 (2 0)",1166,0.1154,"ac","1958",2014-05-05,212.69,"7/7",249900,"249,900","248000",99.24,95630
"167 Market St","Folsom","3","2 (2 0)",1408,0.1331,"ac","1955",2014-06-27,177.56,"61/61",250000,"250,000(V)","250000",100,95630
"118 Briarcliff Dr","Folsom","3","2 (2 0)",1058,0.18,"ac","1959",2014-06-30,249.53,"6/6",260000,"260,000","264000",101.54,95630
"112 Monowood Dr","Folsom","3","1 (1 0)",1025,0.1768,"ac","1977",2014-04-11,258.54,"11/11",250000,"250,000","265000",106,95630
"111 Briarcliff Dr","Folsom","3","2 (2 0)",1311,0.177,"ac","1959",2014-06-16,209.76,"93/163",299500,"299,500","275000",91.82,95630
"302 Dean Way","Folsom","3","2 (1 1)",1640,0.225,"ac","1950",2014-05-09,167.68,"49/49",289000,"289,000","275000",95.16,95630
"812 Mormon St","Folsom","2","1 (1 0)",714,0.1607,"ac","1890",2014-05-05,385.15,"10/10",260000,"260,000","275000",105.77,95630
"751 Pirnmill Ct","Folsom","2","2 (2 0)",1012,0.0845,"ac","1998",2014-05-05,275.69,"128/128",299000,"279,000","279000",100,95630
"206 Fargo Way","Folsom","3-4","2 (2 0)",1500,0.19,"ac","1962",2014-05-15,186.67,"10/10",275000,"275,000","280000",101.82,95630
"134 Arbuckle Ave","Folsom","3","2 (2 0)",1454,0.1696,"ac","1988",2014-06-16,193.95,"7/7",275000,"275,000","282000",102.55,95630
"200 BRIGHTSTONE Cir","Folsom","2","2 (2 0)",1249,0.088,"ac","1993",2014-04-24,231.39,"19/19",314000,"289,000","289000",100,95630
"272 Caples Dr","Folsom","2","2 (2 0)",1012,0.0919,"ac","2002",2014-05-09,285.57,"20/20",299900,"299,900","289000",96.37,95630
"155 Price Way","Folsom","3-4","2 (2 0)",1542,0.1377,"ac","1958",2014-05-12,191.31,"26/26",295000,"295,000","295000",100,95630
"672 Diamond Glen Cir","Folsom","2","2 (2 0)",1164,0.096,"ac","1999",2014-04-11,253.44,"42/171",295000,"295,000","295000",100,95630
"406 Coloma St","Folsom","2","1 (1 0)",960,0.1148,"ac","1958",2014-05-14,307.29,"2/2",299000,"299,000","295000",98.66,95630
"445 Crystal Glen Pl","Folsom","2","2 (2 0)",1164,0.0878,"ac","1998",2014-04-25,254.3,"69/69",303000,"303,000","296000",97.69,95630
"123 Fargo Way","Folsom","3","2 (2 0)",1371,0.1678,"ac","1973",2014-04-15,218.82,"8/8",305000,"305,000","300000",98.36,95630
"135 Perraud Dr","Folsom","3","2 (2 0)",1345,0.1894,"ac","1979",2014-05-23,227.51,"8/8",299500,"299,500","306000",102.17,95630
"719 Diamond Glen Cir","Folsom","2","2 (2 0)",1285,0.0878,"ac","1997",2014-04-15,241.25,"12/12",315000,"315,000","310000",98.41,95630
"109 Pepito Way","Folsom","3","2 (2 0)",1272,0.1591,"ac","1987",2014-04-08,243.71,"15/15",315000,"315,000","310000",98.41,95630
"1128 Sandy Creek Dr","Folsom","3","3 (2 1)",1381,0.0594,"ac","1993",2014-05-23,228.1,"17/17",313000,"313,000","315000",100.64,95630
"100 Garrett Dr","Folsom","3","2 (2 0)",1272,0.1566,"ac","1990",2014-04-16,248.35,"29/29",325000,"325,000","315900",97.2,95630
"212 Frankwood Dr","Folsom","3","2 (2 0)",1334,0.1709,"ac","1977",2014-06-13,239.13,"7/7",315900,"315,900","319000",100.98,95630
"715 Mormon St","Folsom","3","2 (2 0)",1368,0.1607,"ac","1975",2014-06-10,236.11,"6/6",310000,"310,000","323000",104.19,95630
"208 White Oak Ct","Folsom","4","3 (3 0)",1510,0.0682,"ac","1995",2014-05-29,213.91,"16/16",329000,"329,000","323000",98.18,95630
"713 Cascara Dr","Folsom","3","3 (2 1)",1423,0.0756,"ac","2001",2014-06-13,228.39,"7/7",329000,"329,000","325000",98.78,95630
"104 Fargo Way","Folsom","3","2 (2 0)",1311,0.195,"ac","1959",2014-06-20,247.9,"7/7",325000,"325,000","325000",100,95630
"117 Austin Dr","Folsom","3","2 (2 0)",1258,0.1136,"ac","1995",2014-04-28,258.35,"11/11",325000,"325,000","325000",100,95630
"103 Claim Ct","Folsom","3","2 (2 0)",1371,7595,"sf","1985",2014-04-17,237.05,"10/10",325000,"325,000","325000",100,95630
"116 Whiting Way","Folsom","3","2 (2 0)",1258,0.1166,"ac","1994",2014-06-16,260.73,"38/38",329000,"329,000","328000",99.7,95630
"102 Grantham Ct","Folsom","4","3 (3 0)",1757,0.1085,"ac","1992",2014-04-10,190.67,"7/7",345000,"345,000","335000",97.1,95630
"104 Reddington","Folsom","3","3 (2 1)",1452,0.0901,"ac","1993",2014-04-24,230.72,"21/21",335000,"335,000","335000",100,95630
"453 Rosegold Pl","Folsom","2","2 (2 0)",1489,0.1087,"ac","1997",2014-04-04,224.98,"60/60",340000,"340,000","335000",98.53,95630
"923 Rathbone Cir","Folsom","3","2 (2 0)",1457,6077,"sf","1996",2014-04-16,230.75,"4/4",350000,"350,000","336200",96.06,95630
"127 Sierra Woods Circle","Folsom","3","2 (2 0)",1258,0.195,"ac","1979",2014-06-16,270.27,"7/7",335000,"335,000","340000",101.49,95630
"755 Winscombe Ct","Folsom","3-4","3 (3 0)",1709,0.0737,"ac","1997",2014-04-18,198.95,"11/129",340000,"340,000","340000",100,95630
"103 Moylan Ct","Folsom","3-5","2 (2 0)",1352,0.115,"ac","1992",2014-04-09,252.96,"14/14",349900,"349,900","342000",97.74,95630
"102 Rawlings Ct","Folsom","3","2 (2 0)",1195,0.1993,"ac","1985",2014-05-30,286.61,"60/60",350000,"345,000","342500",99.28,95630
"123 Winchester Ct","Folsom","3","2 (2 0)",1371,0.2218,"ac","1984",2014-04-25,250.18,"5/5",339900,"339,900","343000",100.91,95630
"1130 Knopfler Cir","Folsom","3","2 (2 0)",1313,0.1085,"ac","1995",2014-06-03,261.23,"16/16",335000,"335,000","343000",102.39,95630
"114 Casselman St","Folsom","3","2 (2 0)",1569,0.1377,"ac","1987",2014-05-29,219.89,"7/7",345000,"345,000","345000",100,95630
"2306 Farndon Ct","Folsom","3","2 (2 0)",1313,0.1422,"ac","1996",2014-04-10,262.76,"12/12",349000,"349,000","345000",98.85,95630
"679 Diamond Glen Cir","Folsom","3","2 (2 0)",1489,0.1051,"ac","1999",2014-05-30,232.03,"3/3",345500,"345,500","345500",100,95630
"141 Barnhill Dr","Folsom","3","3 (2 1)",1686,0.068,"ac","Unknown",2014-06-03,207.59,"20/20",349990,"349,990","349990",100,95630
"707 Orange Grove Way","Folsom","2","1 (1 0)",900,0.16,"ac","1947",2014-05-28,388.89,"24/24",374000,"374,000","350000",93.58,95630
"136 Rockbolt Cir","Folsom","3","2 (2 0)",1245,0.1055,"ac","1995",2014-05-13,281.12,"4/4",345000,"345,000","350000",101.45,95630
"1313 Kerslake Cir","Folsom","3","2 (2 0)",1327,0.1348,"ac","2000",2014-05-02,263.75,"31/31",359900,"359,900","350000",97.25,95630
"100 Silver Creek Ln","Folsom","3","2 (2 0)",1975,0.089,"ac","1986",2014-06-16,177.22,"54/54",365000,"365,000","350000",95.89,95630
"340 Prewett Dr","Folsom","3","2 (2 0)",1567,0.1667,"ac","1989",2014-05-20,223.36,"100/233",371000,"363,000","350000",96.42,95630
"804 Blossom Rock Ln","Folsom","3","3 (2 1)",1686,0.0649,"ac","2012",2014-06-09,208.72,"7/7",349000,"349,000","351900",100.83,95630
"211 Marsalla Dr","Folsom","3-4","3 (3 0)",1718,0.069,"ac","2002",2014-05-23,205.47,"36/36",349000,"349,000","353000",101.15,95630
"106 Austin Dr","Folsom","4","3 (2 1)",1858,0.1065,"ac","1994",2014-04-18,190.53,"56/56",376000,"369,000","354000",95.93,95630
"110 Bradley Ct #1001","Folsom","3","3 (2 1)",1633,2878,"sf","New",2014-04-25,217.39,"36/36",370085,"370,085","355000",95.92,95630
"105 Chadwick Way","Folsom","3","2 (2 0)",1577,0.1667,"ac","1989",2014-05-20,225.11,"6/6",355000,"355,000","355000",100,95630
"2310 Farndon Ct","Folsom","3","2 (2 0)",1457,0.11,"ac","1996",2014-05-13,243.65,"9/9",355000,"355,000","355000",100,95630
"1387 Kerslake Cir","Folsom","3","2 (2 0)",1434,0.1348,"ac","2000",2014-05-30,247.56,"5/5",365000,"365,000","355000",97.26,95630
"275 Hornsby Ct","Folsom","3","2 (2 0)",1327,0.1423,"ac","2000",2014-04-28,269.03,"12/12",365000,"365,000","357000",97.81,95630
"832 Blossom Rock Ct","Folsom","3","3 (2 1)",1686,0.0623,"ac","2012",2014-05-06,212.34,"23/57",359974,"359,974","358000",99.45,95630
"126 Witmer Dr","Folsom","3","2 (2 0)",1695,0.1696,"ac","1990",2014-04-21,211.8,"8/8",359000,"359,000","359000",100,95630
"103 Conductor Way","Folsom","3","2 (2 0)",1677,0.18,"ac","1992",2014-04-30,214.67,"84/84",399000,"369,950","360000",97.31,95630
"714 WARD (APPROVE","Folsom","4","3 (3 0)",2105,0.0826,"ac","2004",2014-04-17,171.02,"7/183",360000,"360,000","360000",100,95630
"298 Barnhill Dr #11","Folsom","3","3 (2 1)",1633,2746,"sf","New",2014-06-20,220.45,"50/50",376729,"376,729","360000",95.56,95630
"701 Sibley St","Folsom","2","2 (2 0)",1036,0.1607,"ac","1930",2014-05-21,347.49,"19/19",389900,"384,900","360000",93.53,95630
"620 Randall Dr","Folsom","4","3 (2 1)",1933,0.2337,"ac","1986",2014-05-06,187.02,"17/17",379900,"379,900","361500",95.16,95630
"112 Gilded Rock Cir","Folsom","3","2 (2 0)",1446,0.1109,"ac","2000",2014-06-03,251.73,"5/5",359000,"359,000","364000",101.39,95630
"384 Rundgren Way","Folsom","3","2 (2 0)",1434,0.1548,"ac","1998",2014-06-12,254.53,"10/10",365000,"365,000","365000",100,95630
"711 Ward Way","Folsom","4","3 (3 0)",2105,0.0826,"ac","2004",2014-06-06,173.4,"1/1",372500,"372,500","365000",97.99,95630
"283 Barnhill Dr #59","Folsom","3","3 (2 1)",1633,3304,"sf","New",2014-05-27,224,"14/14",378789,"378,789","365789",96.57,95630
"447 Elegance Pl","Folsom","3","3 (2 1)",1673,0.0878,"ac","1999",2014-06-23,218.77,"3/3",359000,"359,000","366000",101.95,95630
"104 Tacana Dr","Folsom","3","2 (2 0)",1698,0.2859,"ac","1984",2014-05-09,216.73,"3/3",347500,"347,500","368000",105.9,95630
"964 Nichols Cir","Folsom","3","3 (2 1)",1710,0.1446,"ac","1997",2014-04-23,216.37,"116/116",384900,"370,000","370000",100,95630
"126 SUTCLIFFE Cir","Folsom","3","3 (2 1)",1820,0.091,"ac","1993",2014-04-04,203.3,"98/98",395000,"375,000","370000",98.67,95630
"1024 Kirby Ct","Folsom","3","2 (2 0)",1733,0.1842,"ac","2002",2014-06-12,215.23,"24/24",374500,"380,000","373000",98.16,95630
"100 Prospector Ct","Folsom","4","2 (2 0)",1741,0.203,"ac","1985",2014-05-09,214.82,"10/10",379000,"379,000","374000",98.68,95630
"576 Fisher Cir","Folsom","3-4","2 (2 0)",1710,0.1443,"ac","1999",2014-06-09,219.3,"9/9",375000,"375,000","375000",100,95630
"1214 Blackberry Cir","Folsom","3","2 (2 0)",1604,0.1073,"ac","1996",2014-06-18,233.79,"7/7",379500,"379,500","375000",98.81,95630
"1555 Latherton Way","Folsom","3","2 (2 0)",1458,0.13,"ac","2003",2014-04-21,257.2,"8/8",375000,"375,000","375000",100,95630
"683 Agostini Cir","Folsom","3","2 (2 0)",1810,0.1595,"ac","1998",2014-05-02,207.18,"45/45",399900,"389,000","375000",96.4,95630
"165 Barnhill Drive","Folsom","3","3 (2 1)",1930,0.0596,"ac","2008",2014-05-09,195.85,"37/37",399000,"399,000","378000",94.74,95630
"668 Hillswick Cir","Folsom","3","2 (2 0)",1458,0.1347,"ac","2001",2014-06-30,259.95,"45/45",389000,"383,000","379000",98.96,95630
"907 Rathbone Cir","Folsom","3","3 (2 1)",1782,0.1085,"ac","1996",2014-05-16,213.24,"19/19",399000,"389,000","380000",97.69,95630
"1180 Fergusen Way","Folsom","3","2 (2 0)",1670,0.1389,"ac","2003",2014-05-06,227.54,"74/74",395000,"385,000","380000",98.7,95630
"907 Bullion Ln","Folsom","3","3 (3 0)",1878,0.0634,"ac","2012",2014-05-05,203.41,"41/41",397700,"382,000","382000",100,95630
"1901 Horseshoe Glen C","Folsom","3","2 (2 0)",1344,0.1156,"ac","2010",2014-05-15,284.23,"47/47",397500,"389,500","382000",98.07,95630
"1569 Bonanza Ln","Folsom","3","3 (2 1)",1874,0.08,"ac","2013",2014-05-08,204.38,"74/74",39990,"399,990","383000",95.75,95630
"825 Willow Creek Dr","Folsom","3","2 (2 0)",1472,0.2076,"ac","1989",2014-05-07,260.87,"8/8",389000,"389,000","384000",98.71,95630
"1597 Bonanza Ln.","Folsom","3","3 (2 1)",1874,0.08,"ac","2013",2014-05-09,205.44,"55/55",404995,"385,000","385000",100,95630
"198 orange blossom","Folsom","4","3 (3 0)",2223,0.1951,"ac","1990",2014-06-19,173.19,"30/30",449900,"379,900","385000",101.34,95630
"167 Wellfleet Cir","Folsom","4","3 (3 0)",2306,0.1714,"ac","1989",2014-04-01,166.96,"27/27",440000,"420,000","385000",91.67,95630
"122 John Henry Cir","Folsom","4","3 (3 0)",1754,0.17,"ac","1993",2014-05-30,219.5,"74/74",418000,"388,000","385000",99.23,95630
"2183 Shady Creek Rd","Folsom","3","2 (2 0)",1468,0.1597,"ac","2004",2014-05-30,262.26,"6/6",375000,"375,000","385000",102.67,95630
"1553 Borrasca Dr","Folsom","3","3 (2 1)",1963,0.065,"ac","2007",2014-05-15,196.13,"5/5",386500,"386,500","385000",99.61,95630
"129 Big Valley Rd","Folsom","3-4","2 (2 0)",1605,0.1672,"ac","1986",2014-05-30,240.81,"26/26",399000,"386,500","386500",100,95630
"1131 Meredith Way","Folsom","3","2 (2 0)",1803,5563,"sf","2004",2014-04-11,216.03,"26/26",398500,"389,500","389500",100,95630
"108 Castro Ct","Folsom","4","3 (3 0)",1920,0.1411,"ac","2001",2014-05-21,203.13,"62/62",414777,"399,900","390000",97.52,95630
"1376 Freswick Dr","Folsom","3","2 (2 0)",1688,0.1121,"ac","2001",2014-05-19,231.04,"96/96",399000,"399,000","390000",97.74,95630
"1444 Bicker Cir","Folsom","3","3 (2 1)",1888,4397,"sf","Under C",2014-04-22,207.47,"16/16",425442,"400,442","391695",97.82,95630
"103 Cobble Ridge Dr","Folsom","3-4","3 (2 1)",1938,0.105,"ac","1999",2014-05-14,202.27,"75/75",428700,"404,500","392000",96.91,95630
"106 Lynton Ct","Folsom","3-4","3 (3 0)",1757,0.1241,"ac","1993",2014-05-21,223.39,"37/37",395000,"395,000","392500",99.37,95630
"2036 Misty Meadow Dr","Folsom","3","2 (2 0)",1468,0.1471,"ac","2006",2014-05-22,269,"12/12",394888,"394,888","394888",100,95630
"201 Stoney Hill Dr","Folsom","3","2 (2 0)",1565,0.2525,"ac","1986",2014-06-19,252.4,"5/5",398999,"398,999","395000",99,95630
"452 Lone Spur Drive","Folsom","3","2 (2 0)",1468,0.1184,"ac","2004",2014-06-24,269.07,"4/4",395000,"395,000","395000",100,95630
"151 Big Valley Rd","Folsom","4","3 (2 1)",2173,0.1901,"ac","1987",2014-04-07,181.78,"21/21",399900,"399,900","395000",98.77,95630
"162 Hopfield Dr","Folsom","3","2 (2 0)",1668,0.23,"ac","1993",2014-06-30,237.41,"9/9",395888,"395,888","396000",100.03,95630
"102 Gable St.","Folsom","3","2 (2 0)",1661,0.204,"ac","1987",2014-06-02,240.22,"10/10",399000,"399,000","399000",100,95630
"1381 Young Wo Cir","Folsom","3","3 (2 1)",1817,0.1135,"ac","1995",2014-05-16,219.59,"8/8",399000,"399,000","399000",100,95630
"164 Bittercreek Dr","Folsom","3","2 (2 0)",1472,0.1858,"ac","1989",2014-06-05,271.06,"12/12",399000,"399,000","399000",100,95630
"109 Reeves Way","Folsom","3","2 (2 0)",1757,0.275,"ac","1989",2014-05-28,227.66,"3/3",380000,"380,000","400000",105.26,95630
"718 Hunter Pl","Folsom","3","2 (2 0)",1800,0.2029,"ac","1999",2014-06-17,225,"34/34",430000,"419,000","405000",96.66,95630
"107 Blencowe Ct","Folsom","3","2 (2 0)",1608,0.1932,"ac","1993",2014-05-19,254.98,"13/13",407000,"407,000","410000",100.74,95630
"180 Bittercreek Dr","Folsom","4","3 (3 0)",2076,0.169,"ac","1987",2014-05-27,197.5,"1/1",410000,"410,000","410000",100,95630
"1069 Callander Way","Folsom","3-4","2 (2 0)",1773,0.14,"ac","2000",2014-05-02,231.25,"25/25",410000,"410,000","410000",100,95630
"136 Big Valley Rd","Folsom","4","2 (2 0)",1824,10850,"sf","1985",2014-06-11,225.88,"15/15",424000,"418,000","412000",98.56,95630
"42 Diggins Dr","Folsom","4","3 (3 0)",1920,0.1085,"ac","2001",2014-05-30,214.84,"75/75",429900,"419,900","412500",98.24,95630
"106 Wessex Way","Folsom","3","2 (2 0)",1608,7890,"sf","1993",2014-05-23,258.08,"69/69",420000,"417,000","415000",99.52,95630
"137 Honey Cook","Folsom","3-4","3 (2 1)",2298,0.1729,"ac","1991",2014-04-28,181.03,"30/30",429000,"429,000","416000",96.97,95630
"525 Porter Ct","Folsom","3","2 (2 0)",1919,0.1479,"ac","2004",2014-04-09,216.78,"37/37",399000,"399,100","416000",104.23,95630
"1681 Bayer Ct","Folsom","3","2 (2 0)",1670,0.1877,"ac","2004",2014-05-06,249.25,"7/7",419500,"419,500","416250",99.23,95630
"1180 Brae Ct","Folsom","3","3 (2 1)",1771,0.1273,"ac","2000",2014-05-09,235.46,"42/42",435000,"425,000","417000",98.12,95630
"1122 Halidon Way","Folsom","3","2 (2 0)",1661,0.1702,"ac","1996",2014-04-16,252.56,"4/4",419000,"419,000","419500",100.12,95630
"1012 Kirby Ct","Folsom","4","2 (2 0)",1878,0.1665,"ac","2002",2014-05-01,223.59,"11/11",419900,"419,900","419900",100,95630
"186 Big Valley Rd","Folsom","4","3 (3 0)",2193,0.1667,"ac","1987",2014-04-30,191.52,"28/28",445000,"420,000","420000",100,95630
"1053 Galston Dr","Folsom","3","2 (2 0)",1859,0.1445,"ac","2001",2014-05-28,225.93,"5/5",419900,"419,900","420000",100.02,95630
"555 Rowlands Ct","Folsom","4","2 (2 0)",1878,0.164,"ac","2002",2014-06-09,224.71,"3/3",419000,"419,000","422000",100.72,95630
